,column,db_b,I,EI,p_norm,p_rand,z_norm,z_rand,p_sim,p_z_sim
37,STREETTYPE_CIR,100,0.5240711638768382,-7.395902669920864e-05,0.0,0.0,70.0802752663144,70.46394538474624,0.002,0.0
38,STREETTYPE_CIR,150,0.3332895510848454,-7.395902669920864e-05,0.0,0.0,68.91517470536135,69.28771792701617,0.002,0.0
39,STREETTYPE_CIR,200,0.2532126295884449,-7.395902669920864e-05,0.0,0.0,69.73774114203633,70.10832427008683,0.002,0.0
40,STREETTYPE_CIR,300,0.13387879539412012,-7.395902669920864e-05,0.0,0.0,55.04088025213285,55.31914437887688,0.002,0.0
41,STREETTYPE_CIR,400,0.08092243866426974,-7.395902669920864e-05,0.0,0.0,44.01730963051252,44.22439214663506,0.002,0.0
42,STREETTYPE_CRES,10,0.0025207591933570582,-7.395902669920864e-05,1.9782166932143719,1.9781891196799029,0.013651087149078547,0.013668367911479427,0.244,0.7287183269691102
43,STREETTYPE_CRES,50,3.0179537167235635,-7.395902669920864e-05,0.0,0.0,148.43432467581945,148.62124875932633,0.002,0.0
44,STREETTYPE_CRES,100,1.0112114529837408,-7.395902669920864e-05,0.0,0.0,135.2128579464867,135.37741356636982,0.002,0.0
45,STREETTYPE_CRES,150,0.8566668337773335,-7.395902669920864e-05,0.0,0.0,177.11129029552123,177.3147621334244,0.002,0.0
46,STREETTYPE_CRES,200,0.8114607316745063,-7.395902669920864e-05,0.0,0.0,223.44095081123993,223.67737633798896,0.002,0.0
47,STREETTYPE_CRES,300,0.6932888670218351,-7.395902669920864e-05,0.0,0.0,284.9011985220242,285.1299805838631,0.002,0.0
48,STREETTYPE_CRES,400,0.558383318633879,-7.395902669920864e-05,0.0,0.0,303.492347894129,303.6308823379224,0.002,0.0
49,STREETTYPE_CT,10,0.005577452219825981,-7.395902669920864e-05,1.9525605088640585,1.9524269564735328,0.02973267264447892,0.029816401299529505,0.5,0.9854693112483897
50,STREETTYPE_CT,50,1.3203427858809407,-7.395902669920864e-05,0.0,0.0,64.94147465771205,65.12392162964667,0.002,0.0
51,STREETTYPE_CT,100,0.44195155780845063,-7.395902669920864e-05,0.0,0.0,59.10055925530989,59.26409594349978,0.002,0.0
52,STREETTYPE_CT,150,0.3507001897261157,-7.395902669920864e-05,0.0,0.0,72.51442047552253,72.71011174807764,0.002,0.0
53,STREETTYPE_CT,200,0.30721093424842216,-7.395902669920864e-05,0.0,0.0,84.60516785055474,84.82577695247932,0.002,0.0
54,STREETTYPE_CT,300,0.2497951053910145,-7.395902669920864e-05,0.0,0.0,102.67062676533,102.91202954438323,0.002,0.0
55,STREETTYPE_CT,400,0.2038124075433431,-7.395902669920864e-05,0.0,0.0,110.80158602849055,111.02352814745826,0.002,0.0
56,STREETTYPE_DR,10,-0.017092019258452648,-7.395902669920864e-05,1.857315360633743,1.8557301709876306,-0.08953381586340281,-0.09053122042846036,0.734,0.9090462290713366
57,STREETTYPE_DR,50,0.2275604160418145,-7.395902669920864e-05,0.0,0.0,11.195641116146279,11.320282357842522,0.002,0.0
58,STREETTYPE_DR,100,0.2179795130207889,-7.395902669920864e-05,0.0,0.0,29.15461133972221,29.47795329254652,0.002,0.0
59,STREETTYPE_DR,150,0.23274985077277585,-7.395902669920864e-05,0.0,0.0,48.13092327510561,48.6613611155972,0.002,0.0
60,STREETTYPE_DR,200,0.2257068610131771,-7.395902669920864e-05,0.0,0.0,62.16454044750854,62.843833180208904,0.002,0.0
61,STREETTYPE_DR,300,0.19648308225603892,-7.395902669920864e-05,0.0,0.0,80.7648384591579,81.62616393607136,0.002,0.0
62,STREETTYPE_DR,400,0.16608567463456236,-7.395902669920864e-05,0.0,0.0,90.29907812524579,91.22984869092157,0.002,0.0
63,STREETTYPE_LN,10,0.006925310894333161,-7.395902669920864e-05,1.9412508354139222,1.941045019776746,0.036823899772001074,0.036952963378164366,0.646,0.957616589309467
64,STREETTYPE_LN,50,0.10996904889474639,-7.395902669920864e-05,1.2451246123035276e-07,1.1199677230067095e-07,5.412196746027208,5.431129791136795,0.004,4.22927748155999e-07
65,STREETTYPE_LN,100,0.13098646866148145,-7.395902669920864e-05,0.0,0.0,17.523297360908458,17.58385603824506,0.002,0.0
66,STREETTYPE_LN,150,0.1366621804626413,-7.395902669920864e-05,0.0,0.0,28.26702580102881,28.362775799658138,0.002,0.0
67,STREETTYPE_LN,200,0.10881523452143194,-7.395902669920864e-05,0.0,0.0,29.98060984730177,30.07942635644099,0.002,0.0
68,STREETTYPE_LN,300,0.09232749750288753,-7.395902669920864e-05,0.0,0.0,37.96754703520441,38.08293824294172,0.002,0.0
69,STREETTYPE_LN,400,0.07348503857757875,-7.395902669920864e-05,0.0,0.0,39.97547132912372,40.08301766830159,0.002,0.0
70,STREETTYPE_OTHER,10,0.0013329383886255927,-7.395902669920864e-05,1.9881884862167225,1.9881805966889337,0.007401836190904668,0.0074067803547887235,0.146,0.7880149765027986
71,STREETTYPE_OTHER,50,0.22544175330305755,-7.395902669920864e-05,0.0,0.0,11.091439860680643,11.098775771307247,0.004,0.0
72,STREETTYPE_OTHER,100,0.05071329481014477,-7.395902669920864e-05,2.2355894913062002e-11,2.1713741915618812e-11,6.790456637638568,6.794660728716993,0.014,6.354117232376666e-11
73,STREETTYPE_OTHER,150,0.08034832162125861,-7.395902669920864e-05,0.0,0.0,16.625441456394363,16.63460279595932,0.002,0.0
74,STREETTYPE_OTHER,200,0.048115559753579555,-7.395902669920864e-05,0.0,0.0,13.268085787063443,13.274195464779897,0.002,0.0
75,STREETTYPE_OTHER,300,0.02160537572290131,-7.395902669920864e-05,0.0,0.0,8.907989037313937,8.909822723253155,0.004,6.661338147750939e-16
76,STREETTYPE_OTHER,400,0.015888704758195475,-7.395902669920864e-05,0.0,0.0,8.674873628680173,8.673658422495102,0.002,0.0
77,STREETTYPE_PKWY,10,0.003711401425178145,-7.395902669920864e-05,1.9682220682307707,1.9681627233533052,0.01991518193375639,0.01995237821005084,0.37,0.6506871987982246
78,STREETTYPE_PKWY,50,-0.0011728389710514305,-7.395902669920864e-05,1.9137974637826463,1.9136371864214394,-0.05404572786072137,-0.05414631387090654,0.284,0.925750731876244
79,STREETTYPE_PKWY,100,0.07872938302367885,-7.395902669920864e-05,0.0,0.0,10.536318400147328,10.555482135021315,0.002,0.0
80,STREETTYPE_PKWY,150,0.11621022763423841,-7.395902669920864e-05,0.0,0.0,24.0390588535858,24.08114039867637,0.002,0.0
81,STREETTYPE_PKWY,200,0.10052969062974226,-7.395902669920864e-05,0.0,0.0,27.699339771776394,27.745311351039167,0.002,0.0
82,STREETTYPE_PKWY,300,0.0790935707790357,-7.395902669920864e-05,0.0,0.0,32.529756829079176,32.575432277456656,0.002,0.0
83,STREETTYPE_PKWY,400,0.06108785146630849,-7.395902669920864e-05,0.0,0.0,33.238247956472094,33.27337843036914,0.002,0.0
84,STREETTYPE_PL,10,0.08592997108898166,-7.395902669920864e-05,1.3018525341035914,1.269326242474039,0.4524757779466941,0.47517377003714806,0.354,0.638506639768297
85,STREETTYPE_PL,50,0.11801566403160742,-7.395902669920864e-05,1.2648488922906154e-08,2.131342657918367e-09,5.807949870944882,6.099250226529771,0.002,1.8275014834756576e-09
86,STREETTYPE_PL,100,0.13587732821223136,-7.395902669920864e-05,0.0,0.0,18.17722462003611,19.088132789328334,0.002,0.0
87,STREETTYPE_PL,150,0.12760614935243197,-7.395902669920864e-05,0.0,0.0,26.39490138678672,27.71559062344221,0.002,0.0
88,STREETTYPE_PL,200,0.12767365955896434,-7.395902669920864e-05,0.0,0.0,35.17292567738397,36.92915590782303,0.002,0.0
89,STREETTYPE_PL,300,0.09798587267406304,-7.395902669920864e-05,0.0,0.0,40.292560444334484,42.29255905209318,0.002,0.0
90,STREETTYPE_PL,400,0.07952951112900006,-7.395902669920864e-05,0.0,0.0,43.26032630334329,45.39032500848962,0.002,0.0
91,STREETTYPE_RD,10,0.19984462331848088,-7.395902669920864e-05,0.5857892291045181,0.5420543344497668,1.0517928186649526,1.1007001815406001,0.292,0.2921328021405847
92,STREETTYPE_RD,50,0.22361319466930557,-7.395902669920864e-05,0.0,0.0,11.001506667518774,11.512973972419209,0.002,0.0
93,STREETTYPE_RD,100,0.24751882585371143,-7.395902669920864e-05,0.0,0.0,33.104134256278975,34.641750150081855,0.002,0.0
94,STREETTYPE_RD,150,0.25606549597458395,-7.395902669920864e-05,0.0,0.0,52.950892209057564,55.40631441252445,0.002,0.0
95,STREETTYPE_RD,200,0.24023250976191868,-7.395902669920864e-05,0.0,0.0,66.16390708550715,69.2251986213353,0.002,0.0
96,STREETTYPE_RD,300,0.2008979962025021,-7.395902669920864e-05,0.0,0.0,82.57891649660797,86.37564632262863,0.002,0.0
97,STREETTYPE_RD,400,0.16611699348189288,-7.395902669920864e-05,0.0,0.0,90.31609828218508,94.43279926188706,0.002,0.0
98,STREETTYPE_ST,10,-0.49996374227961704,-7.395902669920864e-05,0.0170783273513536,9.09984346122133e-13,-2.6299730519376348,-7.238106480951924,0.004,0.007042731010160893
99,STREETTYPE_ST,50,0.13283851736678862,-7.395902669920864e-05,1.2555068096276045e-10,0.0,6.536975731858957,17.988849354032553,0.002,1.9878987345123278e-11
100,STREETTYPE_ST,100,0.2266833182536752,-7.395902669920864e-05,0.0,0.0,30.318344511951526,83.4362394897487,0.002,0.0
101,STREETTYPE_ST,150,0.2588881332751579,-7.395902669920864e-05,0.0,0.0,53.534407011364024,147.26792581954678,0.002,0.0
102,STREETTYPE_ST,200,0.2359488862237806,-7.395902669920864e-05,0.0,0.0,64.98449118715291,178.64613762525164,0.002,0.0
103,STREETTYPE_ST,300,0.19605249579440553,-7.395902669920864e-05,0.0,0.0,80.58791146743292,221.11486244972477,0.002,0.0
104,STREETTYPE_ST,400,0.16562645478122726,-7.395902669920864e-05,0.0,0.0,90.0495161317624,246.42880075732705,0.002,0.0
105,STREETTYPE_TER,10,0.00963189725976256,-7.395902669920864e-05,1.9185497825376334,1.918151190005588,0.05106353707264919,0.05131364536232065,0.822,0.47114958081167546
106,STREETTYPE_TER,50,0.06617601565000246,-7.395902669920864e-05,0.0022412949669869953,0.0021186265048580566,3.258343298154726,3.2742807037297417,0.03,0.0019064415964429315
107,STREETTYPE_TER,100,0.17542420822761817,-7.395902669920864e-05,0.0,0.0,23.46479883621797,23.57857774558905,0.002,0.0
108,STREETTYPE_TER,150,0.15766373175211784,-7.395902669920864e-05,0.0,0.0,32.608609484598745,32.76448272624722,0.002,0.0
109,STREETTYPE_TER,200,0.1277225768718794,-7.395902669920864e-05,0.0,0.0,35.18639414772063,35.35136292407286,0.002,0.0
110,STREETTYPE_TER,300,0.10640293804463916,-7.395902669920864e-05,0.0,0.0,43.751113343372516,43.94495459886225,0.002,0.0
111,STREETTYPE_TER,400,0.07972126468703798,-7.395902669920864e-05,0.0,0.0,43.364534341941635,43.54146958595038,0.002,0.0
112,STREETTYPE_WAY,10,0.001778041191287598,-7.395902669920864e-05,1.9844517592501831,1.9844378948743535,0.009743569139967007,0.009752257761877839,0.186,0.7590143171003143
113,STREETTYPE_WAY,50,0.7525551133610412,-7.395902669920864e-05,0.0,0.0,37.01622386994539,37.0489891080096,0.002,0.0
114,STREETTYPE_WAY,100,0.28191633859311055,-7.395902669920864e-05,0.0,0.0,37.703217708396274,37.73499663876283,0.002,0.0
115,STREETTYPE_WAY,150,0.22507613985600183,-7.395902669920864e-05,0.0,0.0,46.54456150356388,46.58062229336822,0.002,0.0
116,STREETTYPE_WAY,200,0.20354011337657643,-7.395902669920864e-05,0.0,0.0,56.061339653916754,56.09969314301886,0.002,0.0
117,STREETTYPE_WAY,300,0.14248188544911025,-7.395902669920864e-05,0.0,0.0,58.575870268295084,58.60101872459913,0.002,0.0
118,STREETTYPE_WAY,400,0.12845393253799892,-7.395902669920864e-05,0.0,0.0,69.84819276464019,69.85400183622994,0.002,0.0
119,SEGMENTTYPE_1,10,7.395902669920864e-05,-7.395902669920864e-05,1.9987581525955003,1.9987581067360267,0.0007782125327736208,0.000778241270945466,0.004,0.9747476227786744
120,SEGMENTTYPE_1,50,-0.0005343584666260342,-7.395902669920864e-05,1.9638690937307715,1.9638679958793928,-0.022643622686354323,-0.022644310839083356,0.244,0.09272764724153075
121,SEGMENTTYPE_1,100,-0.0001053250136139235,-7.395902669920864e-05,1.9933077525487903,1.9933078320941287,-0.0041937564634887846,-0.004193706615401833,0.578,0.5827134699760468
122,SEGMENTTYPE_1,150,-8.11932606074748e-05,-7.395902669920864e-05,1.9976135120638578,1.9976137026333531,-0.0014955100919137655,-0.0014953906700589123,0.724,0.7716036064074733
123,SEGMENTTYPE_1,200,-8.554382106615641e-05,-7.395902669920864e-05,1.9949100521643663,1.9949109187205067,-0.0031896571988400155,-0.0031891141625473175,0.37,0.506159262545295
124,SEGMENTTYPE_1,300,-6.585986138844342e-05,-7.395902669920864e-05,1.9946894042762082,1.994691658077611,0.0033279284919487365,0.0033265161235505915,0.346,0.48417555619013997
125,SEGMENTTYPE_1,400,-7.20620782011893e-05,-7.395902669920864e-05,1.9983549340596696,1.9983562002199378,0.001030892382511019,0.0010300989338077997,0.672,0.8162386032500519
126,SEGMENTTYPE_2,10,2.187924195463699,-7.395902669920864e-05,0.0,0.0,11.511289841840227,11.614430313363497,0.006,0.0
127,SEGMENTTYPE_2,50,0.6717188283314475,-7.395902669920864e-05,0.0,0.0,33.0404885000943,33.336302091306024,0.002,0.0
128,SEGMENTTYPE_2,100,0.4425353110765904,-7.395902669920864e-05,0.0,0.0,59.17860937526946,59.705930418451615,0.002,0.0
129,SEGMENTTYPE_2,150,0.37467120951574684,-7.395902669920864e-05,0.0,0.0,77.46987290675997,78.15479800362274,0.002,0.0
130,SEGMENTTYPE_2,200,0.3439413862943161,-7.395902669920864e-05,0.0,0.0,94.7182131989549,95.54684412357678,0.002,0.0
131,SEGMENTTYPE_2,300,0.2910861487454792,-7.395902669920864e-05,0.0,0.0,119.63702198867071,120.65242372192692,0.002,0.0
132,SEGMENTTYPE_2,400,0.25024199361611293,-7.395902669920864e-05,0.0,0.0,136.03363985363882,137.13996100221692,0.002,0.0
133,SEGMENTTYPE_3,10,7.395902669920864e-05,-7.395902669920864e-05,1.9987581525955003,1.9987581067360267,0.0007782125327736208,0.000778241270945466,0.012,0.9437701269617327
134,SEGMENTTYPE_3,50,-0.0005343584666260342,-7.395902669920864e-05,1.9638690937307715,1.9638679958793928,-0.022643622686354323,-0.022644310839083356,0.23,0.09430531012036035
135,SEGMENTTYPE_3,100,-6.395177354166227e-05,-7.395902669920864e-05,1.9978648466905748,1.9978648720695507,0.0013380093132519936,0.0013379934093231008,0.59,0.9044678094717189
136,SEGMENTTYPE_3,150,-5.719295482694442e-05,-7.395902669920864e-05,1.99446908082178,1.994469522483783,0.0034659965387727055,0.0034657197664942616,0.194,0.504926839022918
137,SEGMENTTYPE_3,200,-7.790234784247608e-05,-7.395902669920864e-05,1.9982674419266095,1.99826773689296,-0.00108571997685574,-0.0010855351339982208,0.818,0.8097413102316205
138,SEGMENTTYPE_3,300,-5.960476454857734e-05,-7.395902669920864e-05,1.9905879953055465,1.9905919897014526,0.005898133469197444,0.005895630309246716,0.188,0.2579791492261365
139,SEGMENTTYPE_3,400,-6.833796067557064e-05,-7.395902669920864e-05,1.995125322838292,1.9951290747277435,0.003054755651727158,0.0030524044927200352,0.5,0.6818050183724336
140,elevation_diff,10,0.4072403719083163,-7.395902669920864e-05,0.0642384350507541,0.057329604859977845,2.1429238002352107,2.188065899316767,0.074,0.0665603712062941
141,elevation_diff,50,0.27901923408388957,-7.395902669920864e-05,0.0,0.0,13.726517478236783,14.015574719604265,0.002,0.0
142,elevation_diff,100,0.29434943872186503,-7.395902669920864e-05,0.0,0.0,39.36557235286965,40.192870062619065,0.002,0.0
143,elevation_diff,150,0.27394956411082544,-7.395902669920864e-05,0.0,0.0,56.648008548033225,57.834454257351645,0.002,0.0
144,elevation_diff,200,0.2499368602069862,-7.395902669920864e-05,0.0,0.0,68.83581910023298,70.27091121370884,0.002,0.0
145,elevation_diff,300,0.2161788811368507,-7.395902669920864e-05,0.0,0.0,88.85779714713814,90.68626765986028,0.002,0.0
146,elevation_diff,400,0.19669844844646475,-7.395902669920864e-05,0.0,0.0,106.93552100346525,109.0966717130016,0.002,0.0
147,d_auth_score_SgAsNd,10,0.04243996777473694,-7.395902669920864e-05,1.6460277649688444,1.645934242179833,0.22367026805838128,0.22373035966811974,0.026,0.23800209541817408
148,d_auth_score_SgAsNd,50,0.11656344791918577,-7.395902669920864e-05,1.9327625278009464e-08,1.915685343689688e-08,5.736526166098615,5.738029795748918,0.006,1.341149413747189e-12
149,d_auth_score_SgAsNd,100,0.7934704789088672,-7.395902669920864e-05,0.0,0.0,106.10002882123914,106.1233533269447,0.002,0.0
150,d_auth_score_SgAsNd,150,0.61189253209683,-7.395902669920864e-05,0.0,0.0,126.50987996704704,126.52908777177261,0.002,0.0
151,d_auth_score_SgAsNd,200,0.4925340308745968,-7.395902669920864e-05,0.0,0.0,135.6304282515076,135.6387520359749,0.002,0.0
152,d_auth_score_SgAsNd,300,0.3308238474396972,-7.395902669920864e-05,0.0,0.0,135.96515144581195,135.93891621789686,0.002,0.0
153,d_auth_score_SgAsNd,400,0.2224708068807875,-7.395902669920864e-05,0.0,0.0,120.94145106273038,120.87632771659439,0.002,0.0
154,d_btw_cntr_SgAsNd,10,0.013519296899044747,-7.395902669920864e-05,1.8859748855846798,1.885624295925322,0.07151555796992676,0.07173582173750744,0.562,0.895475652017107
155,d_btw_cntr_SgAsNd,50,0.12605983186800557,-7.395902669920864e-05,1.1038405745011914e-09,9.776663922878015e-10,6.203582631362786,6.222648035413248,0.004,1.3571721524385794e-10
156,d_btw_cntr_SgAsNd,100,0.14897328504819313,-7.395902669920864e-05,0.0,0.0,19.9282058270269,19.988607656947732,0.002,0.0
157,d_btw_cntr_SgAsNd,150,0.16301234786004973,-7.395902669920864e-05,0.0,0.0,33.714311825525925,33.81419007114761,0.002,0.0
158,d_btw_cntr_SgAsNd,200,0.2040192509214973,-7.395902669920864e-05,0.0,0.0,56.193261246219826,56.354607679915595,0.002,0.0
159,d_btw_cntr_SgAsNd,300,0.18659836251164383,-7.395902669920864e-05,0.0,0.0,76.70322973651872,76.90379305654854,0.002,0.0
160,d_btw_cntr_SgAsNd,400,0.15284044434032729,-7.395902669920864e-05,0.0,0.0,83.10098759764944,83.28932300205041,0.002,0.0
161,d_clo_cntr_SgAsNd,10,1.2077733723678103,-7.395902669920864e-05,4.179048218588832e-10,6.855316314613447e-11,6.354612634311733,6.626918832293397,0.004,2.728335335433485e-10
162,d_clo_cntr_SgAsNd,50,0.7657913041378467,-7.395902669920864e-05,0.0,0.0,37.66721360573269,39.28100904692904,0.002,0.0
163,d_clo_cntr_SgAsNd,100,0.7038569174155904,-7.395902669920864e-05,0.0,0.0,94.1183413407674,98.14667510592889,0.002,0.0
164,d_clo_cntr_SgAsNd,150,0.6703226789818965,-7.395902669920864e-05,0.0,0.0,138.58895778602286,144.51020350685155,0.002,0.0
165,d_clo_cntr_SgAsNd,200,0.6495491012086907,-7.395902669920864e-05,0.0,0.0,178.86160124896716,186.48520324456115,0.002,0.0
166,d_clo_cntr_SgAsNd,300,0.6234276575781544,-7.395902669920864e-05,0.0,0.0,256.1953874329976,267.04132632728874,0.002,0.0
167,d_clo_cntr_SgAsNd,400,0.5954447339963976,-7.395902669920864e-05,0.0,0.0,323.63329047754104,337.2073860018414,0.002,0.0
168,d_far_cntr_SgAsNd,10,0.002146808093043087,-7.395902669920864e-05,1.9813559511175836,1.9813503966876693,0.011683690835898484,0.011687171796319857,0.028,0.8099700855017875
169,d_far_cntr_SgAsNd,50,0.00041000318867410616,-7.395902669920864e-05,1.9620202913555769,1.9620092267056126,0.023802500283465207,0.023809435989615272,0.294,0.9853846908360144
170,d_far_cntr_SgAsNd,100,0.2712629685780148,-7.395902669920864e-05,0.0,0.0,36.27882001671116,36.287857261539806,0.002,0.0
171,d_far_cntr_SgAsNd,150,0.23225894273084796,-7.395902669920864e-05,0.0,0.0,48.0294394220516,48.03813725296056,0.002,0.0
172,d_far_cntr_SgAsNd,200,0.17574172554752185,-7.395902669920864e-05,0.0,0.0,48.407571702017265,48.411958807332574,0.002,0.0
173,d_far_cntr_SgAsNd,300,0.07878354629904223,-7.395902669920864e-05,0.0,0.0,32.402368479714276,32.3970635485248,0.002,0.0
174,d_far_cntr_SgAsNd,400,0.04921796050040572,-7.395902669920864e-05,0.0,0.0,26.78758248465665,26.773940493693026,0.002,0.0
175,d_hub_score_SgAsNd,10,0.03646137007803608,-7.395902669920864e-05,1.6951456619891192,1.6950682763095535,0.19221623287410064,0.19226563157889653,0.032,0.17865138007371328
176,d_hub_score_SgAsNd,50,0.1241809880088212,-7.395902669920864e-05,1.9779888837945236e-09,1.9591044342348596e-09,6.11117628212677,6.1127068222840535,0.004,0.0
177,d_hub_score_SgAsNd,100,0.7578303682130281,-7.395902669920864e-05,0.0,0.0,101.3348051094352,101.35589993030443,0.002,0.0
178,d_hub_score_SgAsNd,150,0.5934528662280439,-7.395902669920864e-05,0.0,0.0,122.69790668169654,122.71510462963877,0.002,0.0
179,d_hub_score_SgAsNd,200,0.48176043337400254,-7.395902669920864e-05,0.0,0.0,132.66411898984143,132.67071381048868,0.002,0.0
180,d_hub_score_SgAsNd,300,0.31953168829299783,-7.395902669920864e-05,0.0,0.0,131.32522909357021,131.29835902885463,0.002,0.0
181,d_hub_score_SgAsNd,400,0.21645058376001078,-7.395902669920864e-05,0.0,0.0,117.66977438689786,117.60504314218625,0.002,0.0
182,d_in_deg_SgAsNd,10,0.8466876216451947,-7.395902669920864e-05,1.6786282427183608e-05,9.743127193928558e-08,4.454902286843643,5.455935643859999,0.002,9.818301134778551e-06
183,d_in_deg_SgAsNd,50,0.5276109085836576,-7.395902669920864e-05,0.0,0.0,25.95289221326342,31.78415063333184,0.002,0.0
184,d_in_deg_SgAsNd,100,0.47398871747986326,-7.395902669920864e-05,0.0,0.0,63.384054170012476,77.62285726739987,0.002,0.0
185,d_in_deg_SgAsNd,150,0.42994377188868577,-7.395902669920864e-05,0.0,0.0,88.89619335517835,108.8559727531678,0.002,0.0
186,d_in_deg_SgAsNd,200,0.3792959325114542,-7.395902669920864e-05,0.0,0.0,104.45242852304854,127.88782343452837,0.002,0.0
187,d_in_deg_SgAsNd,300,0.30442333393154786,-7.395902669920864e-05,0.0,0.0,125.11724086062269,153.1306302577912,0.002,0.0
188,d_in_deg_SgAsNd,400,0.25532997081595865,-7.395902669920864e-05,0.0,0.0,138.79868958650573,169.7870685764348,0.002,0.0
189,d_node_ecc_SgAsNd,10,1.4666676466545845,-7.395902669920864e-05,2.398081733190338e-14,2.6645352591003757e-15,7.7166828095500914,7.987850655829825,0.002,2.220446049250313e-16
190,d_node_ecc_SgAsNd,50,0.7883549408743764,-7.395902669920864e-05,0.0,0.0,38.776951004142965,40.13928428194762,0.002,0.0
191,d_node_ecc_SgAsNd,100,0.7159934422412351,-7.395902669920864e-05,0.0,0.0,95.74104269463302,99.10058211819421,0.002,0.0
192,d_node_ecc_SgAsNd,150,0.6804723118451059,-7.395902669920864e-05,0.0,0.0,140.6871590010548,145.6134265661757,0.002,0.0
193,d_node_ecc_SgAsNd,200,0.663507389085019,-7.395902669920864e-05,0.0,0.0,182.70475564584078,189.08401208684452,0.002,0.0
194,d_node_ecc_SgAsNd,300,0.636636321580585,-7.395902669920864e-05,0.0,0.0,261.62279724470244,270.6837735579467,0.002,0.0
195,d_node_ecc_SgAsNd,400,0.6099732366590306,-7.395902669920864e-05,0.0,0.0,331.5287724792072,342.88383283307826,0.002,0.0
196,d_out_deg_SgAsNd,10,0.9901771076641417,-7.395902669920864e-05,3.7805669927948315e-07,3.0578428678040837e-10,5.209815657968256,6.402461067871808,0.002,4.602414418464207e-07
197,d_out_deg_SgAsNd,50,0.5166540376421158,-7.395902669920864e-05,0.0,0.0,25.4140052600934,31.231398110340553,0.002,0.0
198,d_out_deg_SgAsNd,100,0.46459626940125726,-7.395902669920864e-05,0.0,0.0,62.12824672659491,76.34704581877207,0.002,0.0
199,d_out_deg_SgAsNd,150,0.4215073945068703,-7.395902669920864e-05,0.0,0.0,87.15216797893476,107.08794741859731,0.002,0.0
200,d_out_deg_SgAsNd,200,0.36990568561626375,-7.395902669920864e-05,0.0,0.0,101.86699906617501,125.15179128812709,0.002,0.0
201,d_out_deg_SgAsNd,300,0.2978265906343652,-7.395902669920864e-05,0.0,0.0,122.40665413589119,150.32862885039341,0.002,0.0
202,d_out_deg_SgAsNd,400,0.24953238980222883,-7.395902669920864e-05,0.0,0.0,135.64800726155858,166.50330358472272,0.002,0.0
203,d_page_rank_SgAsNd,10,0.786117677336707,-7.395902669920864e-05,7.060938976088948e-05,6.972461638721228e-06,4.136237399851764,4.63987316357124,0.002,2.753277630995754e-05
204,d_page_rank_SgAsNd,50,0.42278142178405864,-7.395902669920864e-05,0.0,0.0,20.797109778185852,23.329157511563935,0.002,0.0
205,d_page_rank_SgAsNd,100,0.3370621313754425,-7.395902669920864e-05,0.0,0.0,45.07642823558112,50.56253284547082,0.002,0.0
206,d_page_rank_SgAsNd,150,0.26889927246280426,-7.395902669920864e-05,0.0,0.0,55.603977870770585,62.36630110011028,0.002,0.0
207,d_page_rank_SgAsNd,200,0.20684250394745546,-7.395902669920864e-05,0.0,0.0,56.97059134403207,63.89188148975703,0.002,0.0
208,d_page_rank_SgAsNd,300,0.1277627462413012,-7.395902669920864e-05,0.0,0.0,52.52780965129313,58.89049929491117,0.002,0.0
209,d_page_rank_SgAsNd,400,0.08847181378550993,-7.395902669920864e-05,0.0,0.0,48.12000051185735,53.925283691570485,0.002,0.0
210,ud_art_pt_SgAsNd,10,-0.01982082157460255,-7.395902669920864e-05,1.8345127564813575,1.8337820823216737,-0.10389033363185703,-0.10435070447086267,0.756,0.9170575726107093
211,ud_art_pt_SgAsNd,50,0.2224506935488557,-7.395902669920864e-05,0.0,0.0,10.944331887401502,10.9927563041745,0.002,0.0
212,ud_art_pt_SgAsNd,100,0.08151754608908453,-7.395902669920864e-05,0.0,0.0,10.909106825666955,10.956913545117787,0.002,0.0
213,ud_art_pt_SgAsNd,150,0.07875616444557414,-7.395902669920864e-05,0.0,0.0,16.296299883928988,16.366594987392283,0.002,0.0
214,ud_art_pt_SgAsNd,200,0.07646121223960835,-7.395902669920864e-05,0.0,0.0,21.072532861742086,21.16150083879964,0.002,0.0
215,ud_art_pt_SgAsNd,300,0.060459073057825205,-7.395902669920864e-05,0.0,0.0,24.87288435888249,24.97149208612452,0.002,0.0
216,ud_art_pt_SgAsNd,400,0.053222873109130125,-7.395902669920864e-05,0.0,0.0,28.96404320842809,29.068736529315522,0.002,0.0
217,ud_auth_score_SgAsNd,10,0.0010815292668285967,-7.395902669920864e-05,1.990299145967069,1.9902970409448146,0.006079146195052374,0.006080465346508015,0.81,0.8501410723638738
218,ud_auth_score_SgAsNd,50,0.019732317622899766,-7.395902669920864e-05,0.6599905713792866,0.659787036801545,0.9741233728397892,0.9743283786059342,0.014,5.998694896369727e-08
219,ud_auth_score_SgAsNd,100,0.6954121979234718,-7.395902669920864e-05,0.0,0.0,92.98924895643665,93.00488717018509,0.002,0.0
220,ud_auth_score_SgAsNd,150,0.5681431239832847,-7.395902669920864e-05,0.0,0.0,117.46570442908158,117.47747149313759,0.002,0.0
221,ud_auth_score_SgAsNd,200,0.44520989943994443,-7.395902669920864e-05,0.0,0.0,122.60061074002422,122.60180374752545,0.002,0.0
222,ud_auth_score_SgAsNd,300,0.29438794732827667,-7.395902669920864e-05,0.0,0.0,120.9937234704595,120.96413369609382,0.002,0.0
